log10popdens,logpartyratio,County,State,FIPS
0.924165701,-0.465165692,Taylor County,Georgia,13269
1.153145663,-0.623365185,Telfair County,Georgia,13271
1.008085302,0.191449993,Terrell County,Georgia,13273
1.501216043,-0.452710808,Thomas County,Georgia,13275
1.777787791,-0.802098365,Tift County,Georgia,13277
1.457726197,-1.039590316,Toombs County,Georgia,13279
1.42293453,-1.494821497,Towns County,Georgia,13281
1.11794245,-0.743044151,Treutlen County,Georgia,13283
1.813387657,-0.488572984,Troup County,Georgia,13285
1.032247194,-0.521548299,Turner County,Georgia,13287
0.949534319,-0.031970754,Twiggs County,Georgia,13289
1.436189587,-1.613405569,Union County,Georgia,13291
1.495439097,-0.741786424,Upson County,Georgia,13293
1.774727507,-1.502995503,Walker County,Georgia,13295
2.027313088,-1.323260523,Walton County,Georgia,13297
1.184296936,-0.906698893,Ware County,Georgia,13299
0.86086587,0.281355342,Warren County,Georgia,13301
1.066070596,0.011771909,Washington County,Georgia,13303
1.252944596,-1.385190268,Wayne County,Georgia,13305
0.682955083,-0.290861726,Webster County,Georgia,13307
1.015925927,-0.788316623,Wheeler County,Georgia,13309
1.666466352,-1.763349332,White County,Georgia,13311
2.140051864,-0.998681565,Whitfield County,Georgia,13313
0.956174841,-0.900199519,Wilcox County,Georgia,13315
0.909998659,-0.331579594,Wilkes County,Georgia,13317
0.892238769,-0.208563396,Wilkinson County,Georgia,13319
1.145331334,-1.1148568,Worth County,Georgia,13321
1.277478638,0.857644151,Hawaii County,Hawaii,15001
2.802740749,0.665309121,Honolulu County,Hawaii,15003
0.382893329,2.63905733,Kalawao County,Hawaii,15005
1.647950057,0.775968822,Kauai County,Hawaii,15007
1.739894734,0.912311086,Maui County,Hawaii,15009
2.214068675,-0.214149262,Ada County,Idaho,16001
0.056386495,-1.321595182,Adams County,Idaho,16003
1.470158886,-0.507532642,Bannock County,Idaho,16005
0.372765564,-2.1563118,Bear Lake County,Idaho,16007
0.654692324,-1.380186,Benewah County,Idaho,16009
0.92426734,-1.316452244,Bingham County,Idaho,16011
0.507774801,0.652824065,Blaine County,Idaho,16013
0.163145168,-1.235516369,Boise County,Idaho,16015
0.978390378,-0.687293505,Bonner County,Idaho,16017
1.366549461,-1.095209715,Bonneville County,Idaho,16019
0.54589374,-1.401452207,Boundary County,Idaho,16021
-0.347556801,-1.742656755,Butte County,Idaho,16023
-0.496963036,-1.315676795,Camas County,Idaho,16025
2.144838352,-1.030530966,Canyon County,Idaho,16027
0.180136516,-2.12761651,Caribou County,Idaho,16029
0.550699777,-1.747855996,Cassia County,Idaho,16031
-0.627370087,-1.529016344,Clark County,Idaho,16033
0.132755443,-1.398997427,Clearwater County,Idaho,16035
-0.488349728,-1.425897817,Custer County,Idaho,16037
0.520992445,-1.165078386,Elmore County,Idaho,16039
0.888341676,-2.315744869,Franklin County,Idaho,16041
0.429038263,-1.838035072,Fremont County,Idaho,16043
1.070468256,-1.582219736,Gem County,Idaho,16045
0.904740425,-1.392458121,Gooding County,Idaho,16047
-0.128392668,-1.683701153,Idaho County,Idaho,16049
0.99448904,-2.156800957,Jefferson County,Idaho,16051
1.180175894,-1.244292074,Jerome County,Idaho,16053
1.680464339,-1.00538839,Kootenai County,Idaho,16055
1.148661528,0.109308603,Latah County,Idaho,16057
-0.180630954,-1.412881826,Lemhi County,Idaho,16059
0.491424943,-1.493320155,Lewis County,Idaho,16061
0.233021008,-1.190549783,Lincoln County,Idaho,16063
1.50304916,-2.007492897,Madison County,Idaho,16065
1.021792023,-1.432142263,Minidoka County,Idaho,16067
1.261881935,-0.795717976,Nez Perce County,Idaho,16069
0.143987252,-2.118740637,Oneida County,Idaho,16071
-0.238996432,-1.641736376,Owyhee County,Idaho,16073
1.339724112,-1.574298542,Payette County,Idaho,16075
0.32661231,-0.868530081,Power County,Idaho,16077
0.26333457,-0.868035108,Shoshone County,Idaho,16079
0.978907788,-0.00185271,Teton County,Idaho,16081
1.225562715,-1.12414559,Twin Falls County,Idaho,16083
0.039689581,-0.418104877,Valley County,Idaho,16085
0.425565125,-1.442360399,Washington County,Idaho,16087
1.477009178,-1.091292671,Adams County,Illinois,17001
1.029718514,-0.170097117,Alexander County,Illinois,17003
1.229559874,-0.860350185,Bond County,Illinois,17005
1.867576619,-0.314546521,Boone County,Illinois,17007
0.925888174,-1.318804121,Brown County,Illinois,17009
1.17113995,-0.432711171,Bureau County,Illinois,17011
0.868625881,-0.844200083,Calhoun County,Illinois,17013
1.101520911,-0.59718024,Carroll County,Illinois,17015
1.114407062,-0.687565771,Cass County,Illinois,17017
1.909471815,0.402280664,Champaign County,Illinois,17019
1.257298136,-0.971684096,Christian County,Illinois,17021
1.086138312,-1.09879024,Clark County,Illinois,17023
1.041295885,-1.597333392,Clay County,Illinois,17025
1.486431484,-1.146285603,Clinton County,Illinois,17027
1.594385448,-0.577977405,Coles County,Illinois,17029
3.32928003,1.244837088,Cook County,Illinois,17031
1.220457858,-1.138275662,Crawford County,Illinois,17033
1.083756101,-1.407469356,Cumberland County,Illinois,17035
1.804303744,0.065863033,DeKalb County,Illinois,17037
1.192566899,-0.978203889,De Witt County,Illinois,17039
1.261690289,-1.073812615,Douglas County,Illinois,17041
3.040486355,0.302893886,DuPage County,Illinois,17043
1.035950977,-1.153330534,Edgar County,Illinois,17045
1.052911587,-1.860700897,Edwards County,Illinois,17047
1.440284522,-1.489021979,Effingham County,Illinois,17049
1.068428287,-1.400933105,Fayette County,Illinois,17051
1.027466322,-1.154693159,Ford County,Illinois,17053
1.567540154,-1.022788364,Franklin County,Illinois,17055
1.198557992,-0.326711026,Fulton County,Illinois,17057
0.789910325,-1.085312861,Gallatin County,Illinois,17059
0.973052148,-1.236467375,Greene County,Illinois,17061
1.6688033,-0.514459459,Grundy County,Illinois,17063
0.863503316,-1.38785564,Hamilton County,Illinois,17065
0.945002019,-1.186562955,Hancock County,Illinois,17067
0.940607988,-1.370659648,Hardin County,Illinois,17069
0.846145723,-0.62623109,Henderson County,Illinois,17071
1.365591946,-0.457618249,Henry County,Illinois,17073
0.98826274,-1.360318874,Iroquois County,Illinois,17075
1.587770256,0.064888584,Jackson County,Illinois,17077
0.874616813,-1.458564683,Jasper County,Illinois,17079
1.4116196,-0.974542518,Jefferson County,Illinois,17081
1.3631225,-1.062812578,Jersey County,Illinois,17083
1.14702907,-0.31706422,Jo Daviess County,Illinois,17085
1.150677476,-1.408943412,Johnson County,Illinois,17087
2.596197253,0.191261784,Kane County,Illinois,17089
1.80199747,-0.282525474,Kankakee County,Illinois,17091
2.176809005,-0.031973109,Kendall County,Illinois,17093
1.439084485,-0.069844374,Knox County,Illinois,17095
2.786714089,0.437325441,Lake County,Illinois,17097
1.574608492,-0.309476861,LaSalle County,Illinois,17099
1.225171434,-1.25475743,Lawrence County,Illinois,17101
1.264616823,-0.446847046,Lee County,Illinois,17103
1.128350713,-0.934549979,Livingston County,Illinois,17105
1.261151095,-0.905876191,Logan County,Illinois,17107
1.305893489,-0.251756418,McDonough County,Illinois,17109
2.294344484,-0.172869343,McHenry County,Illinois,17111
1.752227442,-0.031866145,McLean County,Illinois,17113
1.850241933,-0.385704213,Macon County,Illinois,17115
1.310828515,-0.776106167,Macoupin County,Illinois,17117
2.156101787,-0.333980144,Madison County,Illinois,17119
1.409706499,-1.015182724,Marion County,Illinois,17121
1.070851125,-0.749807213,Marshall County,Illinois,17123
0.994053327,-0.701824563,Mason County,Illinois,17125
1.370821342,-1.13626528,Massac County,Illinois,17127
1.181429657,-0.849980731,Menard County,Illinois,17129
1.033291635,-0.449874258,Mercer County,Illinois,17131
1.531569924,-0.826067194,Monroe County,Illinois,17133
1.201877133,-0.903719203,Montgomery County,Illinois,17135
1.368630682,-0.657797083,Morgan County,Illinois,17137
1.22782491,-1.104242298,Moultrie County,Illinois,17139
1.417048787,-0.580770068,Ogle County,Illinois,17141
2.061151163,0.058778173,Peoria County,Illinois,17143
1.27160298,-1.030147725,Perry County,Illinois,17145
1.159645218,-0.758741449,Piatt County,Illinois,17147
0.864281181,-1.404018789,Pike County,Illinois,17149
0.648233491,-1.501102089,Pope County,Illinois,17151
1.036485295,-0.661437966,Pulaski County,Illinois,17153
1.141674368,-0.432793143,Putnam County,Illinois,17155
1.339293742,-1.071851867,Randolph County,Illinois,17157
1.231211519,-1.289970367,Richland County,Illinois,17159
2.118058906,0.179078017,Rock Island County,Illinois,17161
2.189375168,0.118051017,St. Clair County,Illinois,17163
1.391418074,-1.173485306,Saline County,Illinois,17165
1.943955216,-0.201487251,Sangamon County,Illinois,17167
0.795007963,-0.854058674,Schuyler County,Illinois,17169
0.89021268,-1.31415124,Scott County,Illinois,17171
1.045831966,-1.281494365,Shelby County,Illinois,17173
0.867632873,-0.86527885,Stark County,Illinois,17175
1.4923588,-0.36467631,Stephenson County,Illinois,17177
1.902811804,-0.630033806,Tazewell County,Illinois,17179
1.203950172,-0.883528816,Union County,Illinois,17181
1.527640522,-0.632085799,Vermilion County,Illinois,17183
1.301319658,-1.259719516,Wabash County,Illinois,17185
1.091400594,-0.357981499,Warren County,Illinois,17187
0.987432531,-1.347875537,Washington County,Illinois,17189
0.950216869,-1.893726834,Wayne County,Illinois,17191
1.039187034,-1.384699607,White County,Illinois,17193
1.502745678,-0.135108976,Whiteside County,Illinois,17195
2.502584805,0.119756189,Will County,Illinois,17197
1.791274707,-0.923548558,Williamson County,Illinois,17199
2.333028644,-0.024917499,Winnebago County,Illinois,17201
1.453270575,-0.955754265,Woodford County,Illinois,17203
1.602947146,-1.235795109,Adams County,Indiana,18001
2.337145728,-0.417083516,Allen County,Indiana,18003
1.890446949,-0.740528248,Bartholomew County,Indiana,18005
0.915598643,-1.098224618,Benton County,Indiana,18007
1.452828486,-0.991133981,Blackford County,Indiana,18009
1.768805063,-0.657757641,Boone County,Indiana,18011
1.269639612,-0.688968485,Brown County,Indiana,18013
1.316798042,-1.199148918,Carroll County,Indiana,18015
1.552384109,-0.94792966,Cass County,Indiana,18017
2.078513939,-0.468219271,Clark County,Indiana,18019
1.452721423,-1.307840444,Clay County,Indiana,18021
1.488391126,-1.10720715,Clinton County,Indiana,18023
1.126056706,-0.823034377,Crawford County,Indiana,18025
1.471433052,-1.557559649,Daviess County,Indiana,18027
1.796905677,-1.310704487,Dearborn County,Indiana,18029
1.439594189,-1.386765727,Decatur County,Indiana,18031
1.65746456,-1.117962058,DeKalb County,Indiana,18033
2.056319996,-0.291142928,Delaware County,Indiana,18035
1.583551469,-0.908279512,Dubois County,Indiana,18037
2.229748425,-0.704597321,Elkhart County,Indiana,18039
1.620812608,-1.110822811,Fayette County,Indiana,18041
2.301955759,-0.429961141,Floyd County,Indiana,18043
1.206489211,-1.344264831,Fountain County,Indiana,18045
1.360618343,-1.482782382,Franklin County,Indiana,18047
1.325994295,-1.120480276,Fulton County,Indiana,18049
1.425083707,-1.091327756,Gibson County,Indiana,18051
1.795329234,-0.883698168,Grant County,Indiana,18053
1.361463936,-1.255052692,Greene County,Indiana,18055
2.490661221,-0.422540385,Hamilton County,Indiana,18057
1.969277378,-1.034710199,Hancock County,Indiana,18059
1.500316298,-1.000807373,Harrison County,Indiana,18061
2.183885461,-0.760241076,Hendricks County,Indiana,18063
1.679142427,-0.997593681,Henry County,Indiana,18065
2.035693045,-0.747167471,Howard County,Indiana,18067
1.564740165,-1.200744551,Huntington County,Indiana,18069
1.521994289,-1.207635097,Jackson County,Indiana,18071
1.363188541,-1.036121,Jasper County,Indiana,18073
1.324552656,-1.103892131,Jay County,Indiana,18075
1.537991956,-0.680114649,Jefferson County,Indiana,18077
1.453735988,-1.24645839,Jennings County,Indiana,18079
2.26154628,-0.964998402,Johnson County,Indiana,18081
1.447003498,-1.077265522,Knox County,Indiana,18083
1.757810801,-1.331960813,Kosciusko County,Indiana,18085
1.597760352,-1.217107321,LaGrange County,Indiana,18087
2.576151404,0.436291437,Lake County,Indiana,18089
1.853373807,-0.135965911,LaPorte County,Indiana,18091
1.593428963,-1.204020308,Lawrence County,Indiana,18093
2.043926399,-0.55452468,Madison County,Indiana,18095
2.96373316,0.490483119,Marion County,Indiana,18097
1.608030634,-0.940261238,Marshall County,Indiana,18099
1.069698365,-1.433678205,Martin County,Indiana,18101
1.569120409,-1.282679732,Miami County,Indiana,18103
2.153204514,0.509987353,Monroe County,Indiana,18105
1.46664091,-1.189984885,Montgomery County,Indiana,18107
1.823897265,-1.366343469,Morgan County,Indiana,18109
1.129427348,-1.066012515,Newton County,Indiana,18111
1.64927461,-1.139270336,Noble County,Indiana,18113
1.421342254,-1.127349899,Ohio County,Indiana,18115
1.277486908,-1.040994212,Orange County,Indiana,18117
1.320596821,-1.150838686,Owen County,Indiana,18119
1.168969288,-1.216318215,Parke County,Indiana,18121
1.286900337,-0.39737675,Perry County,Indiana,18123
1.156376193,-1.221095988,Pike County,Indiana,18125
2.190869657,-0.143860051,Porter County,Indiana,18127
1.382637925,-0.870358499,Posey County,Indiana,18129
1.05198113,-1.066190816,Pulaski County,Indiana,18131
1.479689147,-1.153588702,Putnam County,Indiana,18133
1.330457878,-1.122446987,Randolph County,Indiana,18135
1.390653688,-1.378371516,Ripley County,Indiana,18137
1.198730947,-1.244201835,Rush County,Indiana,18139
2.356084713,0.004373437,St. Joseph County,Indiana,18141
1.682577652,-0.832481161,Scott County,Indiana,18143
1.620094125,-1.096805461,Shelby County,Indiana,18145
1.300470204,-0.831646987,Spencer County,Indiana,18147
1.457153465,-0.939247376,Starke County,Indiana,18149
1.634548668,-0.99585217,Steuben County,Indiana,18151
1.254123632,-1.066390217,Sullivan County,Indiana,18153
1.269427906,-1.011796394,Switzerland County,Indiana,18155
2.165819399,-0.121146603,Tippecanoe County,Indiana,18157
1.353184051,-1.25895494,Tipton County,Indiana,18159
1.233851881,-1.229517858,Union County,Indiana,18161
2.476525762,-0.356653739,Vanderburgh County,Indiana,18163
1.369008165,-0.773670312,Vermillion County,Indiana,18165
2.01299192,-0.319880126,Vigo County,Indiana,18167
1.471355112,-1.179724925,Wabash County,Indiana,18169
0.941073826,-1.238875046,Warren County,Indiana,18171
1.793337973,-0.744679824,Warrick County,Indiana,18173
1.320466801,-1.135602979,Washington County,Indiana,18175
1.806311424,-0.655434583,Wayne County,Indiana,18177
1.467086797,-1.352759581,Wells County,Indiana,18179
1.267421966,-0.977654104,White County,Indiana,18181
1.587876138,-1.212254486,Whitley County,Indiana,18183
0.684107354,-0.778974777,Adair County,Iowa,19001
0.531160445,-0.902389244,Adams County,Iowa,19003
0.923561122,-0.524922555,Allamakee County,Iowa,19005
0.987348574,-0.799031554,Appanoose County,Iowa,19007
0.691384459,-0.682431961,Audubon County,Iowa,19009
1.140408021,-0.565712623,Benton County,Iowa,19011
1.957866639,0.156037522,Black Hawk County,Iowa,19013
1.251229228,-0.301453049,Boone County,Iowa,19015
1.34187131,-0.2970325,Bremer County,Iowa,19017
1.1548033,-0.327717069,Buchanan County,Iowa,19019
1.133750035,-0.540544467,Buena Vista County,Iowa,19021
0.991520062,-0.821405797,Butler County,Iowa,19023
0.821283507,-0.909390187,Calhoun County,Iowa,19025
1.139692883,-0.69571574,Carroll County,Iowa,19027
0.955501944,-0.893420711,Cass County,Iowa,19029
1.089556197,-0.388174693,Cedar County,Iowa,19031
1.465431377,-0.163082794,Cerro Gordo County,Iowa,19033
0.885084425,-0.915813291,Cherokee County,Iowa,19035
0.966732652,-0.501685036,Chickasaw County,Iowa,19037
0.919698761,-0.614982408,Clarke County,Iowa,19039
1.045470812,-0.960703776,Clay County,Iowa,19041
0.942731416,-0.495065494,Clayton County,Iowa,19043
1.418878843,-0.109825184,Clinton County,Iowa,19045
0.966696698,-0.84217501,Crawford County,Iowa,19047
1.741378428,-0.208245744,Dallas County,Iowa,19049
0.83449301,-1.025292153,Davis County,Iowa,19051
0.766359247,-0.648013935,Decatur County,Iowa,19053
1.06200394,-0.65452169,Delaware County,Iowa,19055
1.565168948,-0.147631203,Des Moines County,Iowa,19057
1.238201933,-0.793035522,Dickinson County,Iowa,19059
1.788469236,-0.026432495,Dubuque County,Iowa,19061
0.969185821,-0.833614272,Emmet County,Iowa,19063
1.022371384,-0.422057013,Fayette County,Iowa,19065
1.087431985,-0.319054462,Floyd County,Iowa,19067
0.832311951,-0.749578262,Franklin County,Iowa,19069
0.721247788,-0.91774952,Fremont County,Iowa,19071
0.785505967,-0.512837814,Greene County,Iowa,19073
0.97747456,-0.894063945,Grundy County,Iowa,19075
0.843721264,-0.739442542,Guthrie County,Iowa,19077
1.004976553,-0.494112142,Hamilton County,Iowa,19079
0.867010757,-0.920579877,Hancock County,Iowa,19081
1.065035026,-0.634312142,Hardin County,Iowa,19083
0.894108904,-0.834771036,Harrison County,Iowa,19085
1.248344938,-0.687955959,Henry County,Iowa,19087
0.878413354,-0.444517318,Howard County,Iowa,19089
0.929572156,-1.046940279,Humboldt County,Iowa,19091
0.791568658,-1.209638544,Ida County,Iowa,19093
1.028170107,-0.525634003,Iowa County,Iowa,19095
1.070911282,-0.416781258,Jackson County,Iowa,19097
1.290054188,-0.395473509,Jasper County,Iowa,19099
1.204817334,-0.009677496,Jefferson County,Iowa,19101
1.966568251,0.866673281,Johnson County,Iowa,19103
1.139755809,-0.414159669,Jones County,Iowa,19105
0.832492543,-0.984281786,Keokuk County,Iowa,19107
0.776966782,-0.801528042,Kossuth County,Iowa,19109
1.411084758,-0.346681674,Lee County,Iowa,19111
2.077718698,0.193695653,Linn County,Iowa,19113
1.032831819,-0.621891078,Louisa County,Iowa,19115
0.886971718,-0.843476422,Lucas County,Iowa,19117
0.888322874,-1.732996075,Lyon County,Iowa,19119
1.03885852,-0.693897086,Madison County,Iowa,19121
1.176679938,-1.044203917,Mahaska County,Iowa,19123
1.364038708,-0.693330014,Marion County,Iowa,19125
1.433916847,-0.179847906,Marshall County,Iowa,19127
1.120633623,-0.887020349,Mills County,Iowa,19129
0.941980312,-0.526141478,Mitchell County,Iowa,19131
0.689583009,-0.917897158,Monona County,Iowa,19133
0.845084485,-0.917239948,Monroe County,Iowa,19135
0.965917132,-0.961299074,Montgomery County,Iowa,19137
1.578742012,-0.142110493,Muscatine County,Iowa,19139
0.971879336,-1.47351183,O'Brien County,Iowa,19141
0.772466943,-1.521635706,Osceola County,Iowa,19143
1.044870272,-0.995778039,Page County,Iowa,19145
0.792419114,-0.791710452,Palo Alto County,Iowa,19147
1.049394796,-1.210794512,Plymouth County,Iowa,19149
0.664068303,-1.02902524,Pocahontas County,Iowa,19151
2.505173597,0.247630153,Polk County,Iowa,19153
1.5795669,-0.465733068,Pottawattamie County,Iowa,19155
1.089232762,-0.144473184,Poweshiek County,Iowa,19157
0.555522752,-0.882526551,Ringgold County,Iowa,19159
0.821246894,-1.06793913,Sac County,Iowa,19161
2.16201003,0.030713506,Scott County,Iowa,19163
0.883240281,-0.967705305,Shelby County,Iowa,19165
1.243281456,-1.863873528,Sioux County,Iowa,19167
1.815194646,0.272005972,Story County,Iowa,19169
0.962669651,-0.441743296,Tama County,Iowa,19171
0.653332646,-1.026777162,Taylor County,Iowa,19173
1.054974017,-0.606419855,Union County,Iowa,19175
0.759850292,-1.096633265,Van Buren County,Iowa,19177
1.499341398,-0.443313629,Wapello County,Iowa,19179
1.524334929,-0.35378774,Warren County,Iowa,19181
1.176970037,-0.449025858,Washington County,Iowa,19183
0.673198706,-1.056959321,Wayne County,Iowa,19185
1.297305992,-0.468035222,Webster County,Iowa,19187
1.008227627,-0.582273811,Winnebago County,Iowa,19189
1.057607928,-0.017786656,Winneshiek County,Iowa,19191
1.656031062,-0.424899913,Woodbury County,Iowa,19193
0.858932079,-0.472544719,Worth County,Iowa,19195
0.930308932,-0.695789189,Wright County,Iowa,19197
0.988877512,-0.938922533,Allen County,Kansas,20001
0.718519297,-1.27758656,Anderson County,Kansas,20003
1.165912196,-0.71475178,Atchison County,Kansas,20005
0.207198055,-1.869335408,Barber County,Kansas,20007
1.062743346,-1.449271736,Barton County,Kansas,20009
0.950983029,-1.194896517,Bourbon County,Kansas,20011
0.815320884,-1.213690141,Brown County,Kansas,20013
1.254080385,-1.062737286,Butler County,Kansas,20015
0.120917815,-1.124888104,Chase County,Kansas,20017
0.308525389,-1.883467897,Chautauqua County,Kansas,20019
1.125803721,-1.122154658,Cherokee County,Kansas,20021
0.00579744,-1.830025008,Cheyenne County,Kansas,20023
-0.089752071,-1.930046483,Clark County,Kansas,20025
0.687672992,-1.448598243,Clay County,Kansas,20027
0.689316849,-1.34513629,Cloud County,Kansas,20029
0.708383302,-1.425167309,Coffey County,Kansas,20031
-0.059567909,-1.933224986,Comanche County,Kansas,20033
1.086605075,-0.84713154,Cowley County,Kansas,20035
1.4082849,-0.505360478,Crawford County,Kansas,20037
0.095142497,-1.924822589,Decatur County,Kansas,20039
0.937629336,-1.317109578,Dickinson County,Kansas,20041
0.880297234,-1.493750282,Doniphan County,Kansas,20043
2.004679519,0.743340834,Douglas County,Kansas,20045
0.259111415,-1.602684388,Edwards County,Kansas,20047
0.186217325,-1.87946505,Elk County,Kansas,20049
1.093069128,-1.135876068,Ellis County,Kansas,20051
0.530904727,-1.322661581,Ellsworth County,Kansas,20053
1.039788814,-0.716654469,Finney County,Kansas,20055
1.083610439,-0.899216662,Ford County,Kansas,20057
1.237099143,-0.909551925,Franklin County,Kansas,20059
1.54438516,-0.4713651,Geary County,Kansas,20061
-0.025221684,-2.023368209,Gove County,Kansas,20063
0.038858958,-1.700315681,Graham County,Kansas,20065
0.708906336,-1.413440125,Grant County,Kansas,20067
0.428569915,-1.860060358,Gray County,Kansas,20069
-0.225321756,-1.840740855,Greeley County,Kansas,20071
0.317839137,-1.489276015,Greenwood County,Kansas,20073
0.005856747,-1.80049315,Hamilton County,Kansas,20075
0.436733916,-1.614579311,Harper County,Kansas,20077
1.393015784,-0.52978185,Harvey County,Kansas,20079
0.432268361,-1.489349593,Haskell County,Kansas,20081
-0.082502575,-1.919055065,Hodgeman County,Kansas,20083
0.894092199,-0.959790132,Jackson County,Kansas,20085
1.136508252,-0.722123211,Jefferson County,Kansas,20087
0.09246229,-1.900447775,Jewell County,Kansas,20089
2.678808584,-0.058295496,Johnson County,Kansas,20091
0.241525387,-1.542992811,Kearny County,Kansas,20093
0.523829354,-1.439962779,Kingman County,Kansas,20095
0.130213863,-2.041571266,Kiowa County,Kansas,20097
1.085804973,-0.850999912,Labette County,Kansas,20099
-0.053691309,-1.88356702,Lane County,Kansas,20101
1.824059392,-0.546758099,Leavenworth County,Kansas,20103
0.220675504,-1.69707215,Lincoln County,Kansas,20105
0.796708293,-1.544103886,Linn County,Kansas,20107
0.004811566,-2.020702721,Logan County,Kansas,20109
1.180999531,-0.354833035,Lyon County,Kansas,20111
1.09011024,-0.971240543,McPherson County,Kansas,20113
0.691930604,-1.205161561,Marion County,Kansas,20115
0.62351284,-1.120386088,Marshall County,Kansas,20117
0.225838215,-1.909182854,Meade County,Kansas,20119
1.346553296,-0.912891698,Miami County,Kansas,20121
0.534423824,-1.552856281,Mitchell County,Kansas,20123
1.296209383,-1.197223445,Montgomery County,Kansas,20125
0.490046549,-1.11665111,Morris County,Kansas,20127
0.17655188,-1.90056233,Morton County,Kansas,20129
0.735417724,-1.739532034,Nemaha County,Kansas,20131
1.037205386,-1.086701931,Neosho County,Kansas,20133
0.025956549,-2.028148246,Ness County,Kansas,20135
0.382441907,-1.875959037,Norton County,Kansas,20137
0.939106424,-1.002203239,Osage County,Kansas,20139
0.19275065,-1.827895172,Osborne County,Kansas,20141
0.499928592,-1.673829015,Ottawa County,Kansas,20143
0.53583734,-1.194403352,Pawnee County,Kansas,20145
0.372368374,-2.005853187,Phillips County,Kansas,20147
1.033915817,-1.223990193,Pottawatomie County,Kansas,20149
0.701848315,-1.300818627,Pratt County,Kansas,20151
-0.042943941,-2.022375031,Rawlins County,Kansas,20153
1.287914195,-0.817074883,Reno County,Kansas,20155
0.401756934,-1.683893316,Republic County,Kansas,20157
0.71516482,-1.378781176,Rice County,Kansas,20159
1.678343506,-0.09896358,Riley County,Kansas,20161
0.346155447,-1.990930539,Rooks County,Kansas,20163
0.222362977,-1.645774088,Rush County,Kansas,20165
0.482809804,-1.723395729,Russell County,Kansas,20167
1.469404847,-0.787126609,Saline County,Kansas,20169
0.42534628,-2.066426174,Scott County,Kansas,20171
2.297120911,-0.417829151,Sedgwick County,Kansas,20173
1.136630644,-0.707464057,Seward County,Kansas,20175
2.1022056,-0.060614014,Shawnee County,Kansas,20177
0.033396068,-2.242059675,Sheridan County,Kansas,20179
0.338695233,-1.793228977,Sherman County,Kansas,20181
0.198490893,-1.712422729,Smith County,Kansas,20183
0.312646349,-1.589437249,Stafford County,Kansas,20185
0.068467841,-1.480226182,Stanton County,Kansas,20187
0.479819176,-1.984363889,Stevens County,Kansas,20189
0.879855326,-1.210912866,Sumner County,Kansas,20191
0.448849298,-1.802409199,Thomas County,Kansas,20193
0.093631146,-1.836511556,Trego County,Kansas,20195
0.524791108,-1.115290031,Wabaunsee County,Kansas,20197
-0.176798107,-2.760009943,Wallace County,Kansas,20199
0.37732788,-1.731796004,Washington County,Kansas,20201
0.06125755,-1.7054019,Wichita County,Kansas,20203
0.774001634,-1.608346409,Wilson County,Kansas,20205
0.390690346,-1.370428419,Woodson County,Kansas,20207
2.621645862,0.637026735,Wyandotte County,Kansas,20209
1.263166154,-1.612758169,Adair County,Kentucky,21001
1.367652018,-1.567194104,Allen County,Kentucky,21003
1.627716592,-1.140739429,Anderson County,Kentucky,21005
1.102184411,-1.354229359,Ballard County,Kentucky,21007
1.538935355,-1.148645532,Barren County,Kentucky,21009
1.23018759,-0.817359013,Bath County,Kentucky,21011
1.465910008,-1.507173376,Bell County,Kentucky,21013
2.306174919,-0.95587997,Boone County,Kentucky,21015
1.428830114,-0.69081555,Bourbon County,Kentucky,21017
2.065006709,-0.814154449,Boyd County,Kentucky,21019
1.806446487,-0.630242456,Boyle County,Kentucky,21021
1.199204902,-1.346875045,Bracken County,Kentucky,21023
1.012171101,-0.95420936,Breathitt County,Kentucky,21025
1.133739039,-1.196393132,Breckinridge County,Kentucky,21027
2.014081792,-1.15532194,Bullitt County,Kentucky,21029
1.062539177,-1.5424042,Butler County,Kentucky,21031
1.153873598,-1.274520022,Caldwell County,Kentucky,21033
1.589770518,-0.780693614,Calloway County,Kentucky,21035
2.371797656,-0.535887565,Campbell County,Kentucky,21037
0.994165714,-1.578405804,Carlisle County,Kentucky,21039
1.507391183,-0.850135475,Carroll County,Kentucky,21041
1.410457168,-1.204016741,Carter County,Kentucky,21043
1.137633186,-1.966738473,Casey County,Kentucky,21045
1.589790613,-0.674329043,Christian County,Kentucky,21047
1.739220473,-0.822339596,Clark County,Kentucky,21049
1.229564634,-2.053339195,Clay County,Kentucky,21051
1.300753469,-1.940673167,Clinton County,Kentucky,21053
0.988673433,-1.673773818,Crittenden County,Kentucky,21055
0.929040486,-1.695795483,Cumberland County,Kentucky,21057
1.925192247,-0.713450849,Daviess County,Kentucky,21059
1.188998881,-1.440710964,Edmonson County,Kentucky,21061
1.092939941,-0.994252272,Elliott County,Kentucky,21063
1.339151396,-1.341062841,Estill County,Kentucky,21065
2.637368011,0.204170533,Fayette County,Kentucky,21067
1.205182063,-1.253610426,Fleming County,Kentucky,21069
1.559327708,-1.094285799,Floyd County,Kentucky,21071
1.97050451,-0.09787714,Franklin County,Kentucky,21073
1.066071672,-0.693792966,Fulton County,Kentucky,21075
1.533638543,-1.182243087,Gallatin County,Kentucky,21077
1.463536714,-1.401999704,Garrard County,Kentucky,21079
1.571578792,-1.336377907,Grant County,Kentucky,21081
1.416593661,-1.342972139,Graves County,Kentucky,21083
1.305731438,-1.434014408,Grayson County,Kentucky,21085
